playerID,yearID,teamID,lgID,W,L,ERA,G,GS,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BFP,FIP,WHIP
swarzan01,2017,CHW,AL,4,3,2.23,41,0,0,0,1,48.1,37,12,12,2,13,2,52,0,0,2,186,2.35,1.034
doolise01,2017,OAK,AL,1,0,3.38,23,0,0,0,3,21.1,12,8,8,3,2,0,31,0,0,1,79,2.36,0.656
gileske01,2017,HOU,AL,1,3,2.3,63,0,0,0,34,62.2,44,16,16,4,21,0,83,1,0,3,247,2.39,1.037
castifa01,2017,LAD,NL,0,0,13.5,2,0,0,0,0,1.1,3,2,2,0,1,0,2,0,0,1,8,2.41,3
garcija02,2017,MIN,AL,1,0,4.05,1,1,0,0,0,6.2,8,3,3,0,3,0,7,0,0,0,29,2.41,1.65
mapledi01,2017,CHC,NL,0,0,10.13,6,0,0,0,0,5.1,6,6,6,0,6,0,11,0,0,1,27,2.41,2.25
olsonty01,2017,CLE,AL,1,0,0,30,0,0,0,1,20,13,0,0,0,6,0,18,1,0,0,77,2.41,0.95
streehu01,2017,LAA,AL,0,0,0,4,0,0,0,0,4,2,0,0,0,1,0,3,0,0,0,15,2.41,0.75
richaga01,2017,LAA,AL,0,2,2.28,6,6,0,0,0,27.2,18,8,7,1,7,0,27,0,0,2,108,2.44,0.904
madsory01,2017,OAK,AL,2,4,2.06,40,0,0,0,1,39.1,25,9,9,2,6,2,39,2,0,0,144,2.45,0.788
salech01,2017,BOS,AL,17,8,2.9,32,32,1,0,0,214.1,165,73,69,24,43,0,308,8,0,3,851,2.45,0.97
riverfe01,2017,PIT,NL,5,3,1.67,73,0,0,0,21,75.1,47,19,14,4,20,0,88,4,1,2,300,2.47,0.889
klubeco01,2017,CLE,AL,18,4,2.25,29,29,5,3,0,203.2,141,56,51,21,36,2,265,5,0,4,777,2.5,0.869
knebeco01,2017,MIL,NL,1,4,1.78,76,0,0,0,39,76,48,15,15,6,40,5,126,2,0,2,309,2.53,1.158
alvarjo03,2017,TBR,AL,0,3,3.64,35,0,0,0,0,29.2,24,12,12,1,9,1,29,0,0,2,123,2.55,1.112
chapmar01,2017,NYY,AL,4,3,3.22,52,0,0,0,22,50.1,37,20,18,3,20,2,69,3,0,5,210,2.56,1.132
bradlar01,2017,ARI,NL,3,3,1.73,63,0,0,0,1,73,55,14,14,4,21,2,79,1,1,0,290,2.61,1.041
curtiza01,2017,PHI,NL,0,0,2.45,3,0,0,0,0,3.2,3,1,1,0,2,0,4,0,0,0,15,2.61,1.364
kontoge01,2017,PIT,NL,1,1,1.84,15,0,0,0,1,14.2,9,3,3,1,3,0,15,0,0,0,55,2.61,0.818
paxtoja01,2017,SEA,AL,12,5,2.98,24,24,0,0,0,136,113,47,45,9,37,1,156,3,1,15,552,2.61,1.103
minormi01,2017,KCR,AL,6,6,2.55,65,0,0,0,6,77.2,57,23,22,5,22,3,88,1,0,5,307,2.62,1.017
morinmi01,2017,KCR,AL,0,0,7.94,6,0,0,0,0,5.2,8,5,5,0,3,0,6,0,0,0,28,2.63,1.941
maddoau01,2017,BOS,AL,0,0,0.52,13,0,0,0,0,17.1,13,1,1,1,2,0,14,0,0,0,67,2.64,0.865
albural01,2017,CHW,AL,0,1,1.13,10,0,0,0,0,8,3,1,1,0,2,0,5,0,0,0,29,2.66,0.625
gloveko01,2017,WSN,NL,0,1,5.12,23,0,0,0,8,19.1,20,11,11,1,4,0,17,0,0,1,80,2.69,1.241
verlaju01,2017,HOU,AL,5,0,1.06,5,5,0,0,0,34,17,4,4,4,5,0,43,1,0,0,120,2.69,0.647
iglesra01,2017,CIN,NL,3,3,2.49,63,0,0,0,28,76,57,22,21,5,27,1,92,1,0,1,306,2.7,1.105
phelpda01,2017,SEA,AL,2,1,3.12,10,0,0,0,0,8.2,9,3,3,0,5,0,11,1,0,0,41,2.7,1.615
parkebl01,2017,LAA,AL,3,3,2.54,71,0,0,0,8,67.1,40,20,19,7,16,0,86,1,0,4,254,2.71,0.832
strasst01,2017,WSN,NL,15,4,2.52,28,28,1,1,0,175.1,131,55,49,13,47,5,204,7,0,3,701,2.72,1.015
anderdr02,2017,PHI,NL,0,0,23.14,2,0,0,0,0,2.1,6,7,6,0,1,0,2,0,0,0,14,2.73,3
willita01,2017,MIL,NL,0,0,1.93,5,0,0,0,0,4.2,4,1,1,0,2,0,4,0,0,0,20,2.73,1.286
goharlu01,2017,ATL,NL,1,3,4.91,5,5,0,0,0,29.1,32,17,16,2,8,0,31,0,0,1,123,2.75,1.364
doolise01,2017,WSN,NL,1,0,2.4,30,0,0,0,21,30,22,10,8,2,8,1,31,0,0,2,118,2.76,1
winklda01,2017,ATL,NL,1,1,2.51,16,0,0,0,0,14.1,7,4,4,1,6,0,18,0,0,0,53,2.81,0.907
vinceni01,2017,SEA,AL,3,3,3.2,69,0,0,0,0,64.2,62,23,23,3,13,5,50,0,0,0,262,2.82,1.16
petityu01,2017,LAA,AL,5,2,2.76,60,1,0,0,4,91.1,69,32,28,9,18,4,101,1,0,0,354,2.85,0.953
lyonsty01,2017,STL,NL,4,1,2.83,50,0,0,0,3,54,39,17,17,3,20,2,68,7,0,1,220,2.86,1.093
nicasju01,2017,STL,NL,2,0,1.64,9,0,0,0,4,11,9,2,2,1,2,0,11,0,0,0,44,2.89,1
scherma01,2017,WSN,NL,16,6,2.51,31,31,2,0,0,200.2,126,62,56,22,55,2,268,11,0,4,780,2.9,0.902
ramosed02,2017,PHI,NL,2,7,4.21,59,0,0,0,0,57.2,57,29,27,4,28,3,75,0,1,5,256,2.92,1.474
mcgeeja01,2017,COL,NL,0,2,3.61,62,0,0,0,3,57.1,47,23,23,4,16,0,58,1,0,5,229,2.93,1.099
roech01,2017,TBR,AL,0,0,1.04,9,0,0,0,0,8.2,4,1,1,1,3,0,12,0,0,1,31,2.93,0.808
leonedo01,2017,TOR,AL,3,0,2.56,65,0,0,0,1,70.1,51,22,20,6,23,3,81,0,0,8,279,2.94,1.052
avilalu01,2017,LAD,NL,2,3,2.93,61,0,0,0,0,46,42,16,15,2,22,3,52,1,0,1,194,2.96,1.391
romose01,2017,TBR,AL,2,0,1.47,25,0,0,0,0,30.2,19,6,5,2,7,1,28,1,0,2,116,2.96,0.848
shawbr01,2017,CLE,AL,4,6,3.52,79,0,0,0,3,76.2,71,36,30,5,22,3,73,0,0,3,312,2.96,1.213
mayzati01,2017,TOR,AL,1,0,6.88,19,0,0,0,0,17,24,15,13,3,4,0,27,0,0,0,79,2.98,1.647
hildetr01,2017,MIN,AL,3,3,3.21,37,0,0,0,1,42,38,15,15,4,6,2,44,4,0,1,170,3.02,1.048
nicasju01,2017,PIT,NL,2,5,2.85,65,0,0,0,2,60,49,20,19,4,18,2,60,2,0,1,243,3.02,1.117
warread01,2017,NYY,AL,3,2,2.35,46,0,0,0,1,57.1,35,19,15,4,15,2,54,1,0,5,223,3.02,0.872
haderjo01,2017,MIL,NL,2,3,2.08,35,0,0,0,0,47.2,25,11,11,4,22,1,68,4,0,0,188,3.03,0.986
handbr01,2017,SDP,NL,3,4,2.16,72,0,0,0,21,79.1,54,20,19,9,20,1,104,7,0,4,311,3.03,0.933
rodnefe01,2017,ARI,NL,5,4,4.23,61,0,0,0,39,55.1,40,29,26,3,26,3,65,2,0,7,231,3.03,1.193
wahlbo01,2017,OAK,AL,0,0,4.7,7,0,0,0,0,7.2,8,4,4,0,4,0,8,1,0,2,36,3.03,1.565
nelsoji02,2017,MIL,NL,12,6,3.49,29,29,1,0,0,175.1,171,75,68,16,48,1,199,9,1,6,728,3.05,1.249
merriry01,2017,CLE,AL,2,0,1.74,5,4,0,0,0,20.2,26,6,4,0,4,0,7,0,0,0,89,3.06,1.452
hunteto02,2017,TBR,AL,3,5,2.61,61,0,0,0,1,58.2,43,18,17,6,14,0,64,1,0,2,228,3.07,0.972
kershcl01,2017,LAD,NL,18,4,2.31,27,27,1,0,0,175,136,49,45,23,30,0,202,0,2,4,679,3.07,0.949
peacobr01,2017,HOU,AL,13,2,3,34,21,0,0,0,132,100,46,44,10,57,0,161,3,1,6,546,3.07,1.189
roberda08,2017,CHW,AL,4,2,2.7,31,0,0,0,13,33.1,21,10,10,4,11,3,47,2,0,3,132,3.07,0.96
severlu01,2017,NYY,AL,14,6,2.98,31,31,0,0,0,193.1,150,73,64,21,51,0,230,6,0,6,783,3.08,1.04
treinbl01,2017,OAK,AL,3,4,2.13,35,0,0,0,13,38,32,11,9,3,12,2,42,2,0,3,156,3.08,1.158
carraca01,2017,CLE,AL,18,6,3.29,32,32,1,0,0,200,173,73,73,21,46,2,226,10,0,10,798,3.1,1.095
mcculla02,2017,HOU,AL,7,4,4.25,22,22,0,0,0,118.2,114,61,56,8,40,1,132,11,1,8,512,3.1,1.298
steckdr01,2017,MIA,NL,1,1,2.34,37,0,0,0,1,34.2,30,13,9,4,18,1,54,0,0,1,151,3.1,1.385
blevije01,2017,NYM,NL,6,0,2.94,75,0,0,0,1,49,43,16,16,4,24,2,69,4,0,2,217,3.12,1.367
garcilu03,2017,PHI,NL,2,5,2.65,66,0,0,0,2,71.1,61,22,21,3,26,5,60,0,0,9,295,3.12,1.22
albural01,2017,KCR,AL,0,1,3.6,11,0,0,0,0,10,7,4,4,0,6,0,9,0,0,0,42,3.16,1.3
delgara01,2017,ARI,NL,1,2,3.59,26,5,0,0,1,62.2,60,31,25,6,14,0,60,0,0,1,259,3.16,1.181
descada01,2017,ARI,NL,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,3.16,0
flynnbr01,2017,KCR,AL,0,0,3.86,1,0,0,0,0,2.1,3,1,1,0,0,0,0,0,0,0,8,3.16,1.286
freemmi01,2017,SEA,AL,0,0,9,1,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,6,3.16,3
hellebe01,2017,NYY,AL,1,0,0.82,9,0,0,0,0,11,5,1,1,0,6,0,9,0,0,1,43,3.16,1
hestoch01,2017,MIN,AL,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,3.16,1
jayjo02,2017,CHC,NL,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,3.16,1
loganbo02,2017,CLE,AL,1,0,4.71,38,0,0,0,0,21,20,13,11,2,9,0,28,1,0,0,91,3.16,1.381
martimi02,2017,CLE,AL,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,3.16,1
mcguide02,2017,CIN,NL,1,1,2.63,6,2,0,0,0,13.2,10,6,4,1,2,0,11,1,0,0,56,3.16,0.878
moronre01,2017,SFG,NL,0,0,2.7,7,0,0,0,0,6.2,6,2,2,1,3,1,11,0,0,0,29,3.16,1.35
nichobr01,2017,TEX,AL,0,0,36,1,0,0,0,0,1,5,4,4,0,0,0,0,0,0,0,8,3.16,5
reedad01,2017,NYM,NL,1,2,2.57,48,0,0,0,19,49,49,14,14,6,6,1,48,0,0,1,200,3.16,1.122
rosscza01,2017,CHC,NL,0,0,0,1,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,2,3.16,0
sardilu01,2017,SDP,NL,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,3.16,1
slanida01,2017,SFG,NL,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3.16,0
weberry01,2017,SEA,AL,0,0,2.45,1,1,0,0,0,3.2,3,1,1,0,0,0,0,0,0,0,14,3.16,0.818
woodhu01,2017,TBR,AL,0,0,0,1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,3.16,0
weavelu01,2017,STL,NL,7,2,3.88,13,10,0,0,0,60.1,59,27,26,7,17,1,72,1,0,0,252,3.17,1.26
grayjo02,2017,COL,NL,10,4,3.67,20,20,0,0,0,110.1,113,47,45,10,30,0,112,2,1,3,461,3.18,1.296
allenco01,2017,CLE,AL,3,7,2.94,69,0,0,0,30,67.1,57,24,22,9,21,0,92,2,0,9,282,3.19,1.158
claudal01,2017,TEX,AL,4,2,2.5,70,1,0,0,11,82.2,71,26,23,5,15,4,56,2,3,0,323,3.21,1.04
hendrli01,2017,OAK,AL,4,2,4.22,70,0,0,0,1,64,57,34,30,7,23,0,78,0,0,6,273,3.22,1.25
koehlto01,2017,TOR,AL,0,2,2.65,15,1,0,0,0,17,16,5,5,1,6,0,18,2,0,0,75,3.22,1.294
melanma01,2017,SFG,NL,1,2,4.5,32,0,0,0,11,30,37,16,15,3,6,0,29,1,0,2,130,3.22,1.433
alexasc02,2017,KCR,AL,5,4,2.48,58,0,0,0,4,69,62,23,19,3,28,0,59,0,0,3,283,3.23,1.304
betande01,2017,NYY,AL,3,6,2.87,66,0,0,0,10,59.2,29,20,19,3,44,0,100,11,1,5,261,3.23,1.223
maurebr01,2017,SDP,NL,1,4,5.72,42,0,0,0,20,39.1,39,25,25,4,8,1,38,1,0,1,162,3.23,1.195
wilsoju10,2017,DET,AL,3,4,2.68,42,0,0,0,13,40.1,22,12,12,5,16,0,55,0,0,3,157,3.23,0.942
bandaan01,2017,ARI,NL,2,3,5.96,8,4,0,0,0,25.2,26,17,17,1,10,1,25,3,0,2,115,3.24,1.403
grayso01,2017,OAK,AL,6,5,3.43,16,16,0,0,0,97,84,48,37,8,30,0,94,1,0,7,400,3.25,1.175
quintjo01,2017,CHC,NL,7,3,3.74,14,14,1,1,0,84.1,72,37,35,9,21,3,98,8,0,1,346,3.25,1.103
cecilbr01,2017,STL,NL,2,4,3.88,73,0,0,0,1,67.1,67,31,29,7,16,3,66,0,0,3,277,3.26,1.233
kelake01,2017,TEX,AL,4,1,2.79,39,0,0,0,2,38.2,18,12,12,4,17,1,51,1,1,1,151,3.26,0.905
nolaaa01,2017,PHI,NL,12,11,3.54,27,27,0,0,0,168,154,67,66,18,49,2,184,2,0,1,693,3.27,1.208
mccarbr01,2017,LAD,NL,6,4,3.98,19,16,0,0,0,92.2,89,43,41,5,27,0,72,3,0,4,384,3.28,1.252
paganem01,2017,SEA,AL,2,3,3.22,34,0,0,0,0,50.1,39,20,18,7,8,0,56,1,0,1,196,3.28,0.934
rondobr01,2017,DET,AL,1,3,10.91,21,0,0,0,1,15.2,21,19,19,1,10,2,22,1,1,1,76,3.29,1.979
hoytja01,2017,HOU,AL,1,0,4.38,43,0,0,0,0,49.1,51,24,24,7,14,0,66,2,0,4,211,3.3,1.318
greinza01,2017,ARI,NL,17,7,3.2,32,32,1,0,0,202.1,172,80,72,25,45,0,215,0,0,12,801,3.31,1.072
stroppe01,2017,CHC,NL,5,4,2.83,69,0,0,0,0,60.1,45,22,19,4,26,1,65,3,1,7,250,3.31,1.177
woodal02,2017,LAD,NL,16,3,2.72,27,25,0,0,0,152.1,123,50,46,15,38,6,151,6,0,2,614,3.32,1.057
barnema01,2017,BOS,AL,7,3,3.88,70,0,0,0,1,69.2,57,31,30,7,28,0,83,1,0,3,287,3.33,1.22
gartory01,2017,SEA,AL,0,0,1.54,13,0,0,0,0,11.2,5,2,2,1,1,0,7,0,0,0,42,3.33,0.514
harriwi10,2017,HOU,AL,3,2,2.98,46,0,0,0,2,45.1,37,15,15,7,7,0,52,0,0,1,177,3.33,0.971
freemsa01,2017,ATL,NL,2,0,2.55,58,0,0,0,0,60,48,19,17,3,27,2,59,3,0,2,254,3.34,1.25
wilkeaa01,2017,MIL,NL,1,0,3.48,3,2,0,0,0,10.1,6,4,4,1,1,0,7,0,0,0,37,3.35,0.677
colomal01,2017,TBR,AL,2,3,3.24,65,0,0,0,47,66.2,57,27,24,4,23,7,58,3,0,4,281,3.37,1.2
bedroca01,2017,LAA,AL,6,5,4.43,48,0,0,0,6,44.2,41,26,22,5,17,1,53,0,0,7,190,3.38,1.299
darviyu01,2017,LAD,NL,4,3,3.44,9,9,0,0,0,49.2,44,20,19,7,13,1,61,1,0,3,202,3.38,1.148
daviswa01,2017,CHC,NL,4,2,2.3,59,0,0,0,32,58.2,39,16,15,6,28,1,79,3,0,7,242,3.38,1.142
chafian01,2017,ARI,NL,1,0,3.51,71,0,0,0,0,51.1,48,21,20,5,21,3,61,2,1,1,221,3.39,1.344
alberma01,2017,WSN,NL,7,2,1.62,63,0,0,0,2,61,35,12,11,6,17,0,63,4,0,0,233,3.4,0.852
archech01,2017,TBR,AL,10,12,4.07,34,34,0,0,0,201,193,101,91,27,60,0,249,5,0,15,852,3.4,1.259
brittza01,2017,BAL,AL,2,1,2.89,38,0,0,0,15,37.1,39,12,12,1,18,1,29,0,0,4,161,3.4,1.527
cahiltr01,2017,SDP,NL,4,3,3.69,11,11,0,0,0,61,58,29,25,6,24,1,72,3,0,14,263,3.4,1.344
edwarca01,2017,CHC,NL,5,4,2.98,73,0,0,0,0,66.1,29,22,22,6,38,2,94,4,0,4,262,3.4,1.01
swarzan01,2017,MIL,NL,2,1,2.48,29,0,0,0,1,29,21,9,8,4,9,2,39,2,0,0,117,3.4,1.034
duensbr01,2017,CHC,NL,1,1,2.74,68,0,0,0,0,62.1,58,19,19,6,18,1,61,2,0,2,257,3.41,1.219
godleza01,2017,ARI,NL,8,9,3.37,26,25,0,0,0,155,124,61,58,15,53,2,165,5,0,13,627,3.41,1.142
boxbebr01,2017,TBR,AL,4,4,3.38,30,0,0,0,0,29.1,23,11,11,4,11,3,40,1,0,1,121,3.43,1.159
germado01,2017,NYY,AL,0,1,3.14,7,0,0,0,0,14.1,11,6,5,1,9,0,18,0,0,3,62,3.44,1.395
goodyni01,2017,CLE,AL,1,2,2.8,56,0,0,0,0,54.2,39,20,17,7,20,2,72,3,0,4,221,3.45,1.079
duffyda01,2017,KCR,AL,9,10,3.81,24,24,0,0,0,146.1,143,67,62,13,41,0,130,4,2,2,609,3.46,1.257
mortoch02,2017,HOU,AL,14,7,3.62,25,25,0,0,0,146.2,125,65,59,14,50,1,163,13,0,4,617,3.46,1.193
salazda01,2017,CLE,AL,5,6,4.28,23,19,0,0,0,103,94,51,49,14,44,0,145,3,0,6,439,3.48,1.34
taillja01,2017,PIT,NL,8,7,4.44,25,25,0,0,0,133.2,152,69,66,11,46,3,125,4,0,7,587,3.48,1.481
devench02,2017,HOU,AL,8,5,2.68,62,0,0,0,4,80.2,50,26,24,11,26,3,100,2,0,2,316,3.49,0.942
kellyjo05,2017,BOS,AL,4,1,2.79,54,0,0,0,0,58,42,19,18,3,27,1,52,1,0,4,238,3.49,1.19
degroja01,2017,NYM,NL,15,10,3.53,31,31,1,0,0,201.1,180,87,79,28,59,5,239,2,0,7,827,3.5,1.187
jonesna01,2017,CHW,AL,1,0,2.31,11,0,0,0,0,11.2,9,3,3,1,6,1,15,1,0,1,49,3.5,1.286
obergsc01,2017,COL,NL,0,1,4.94,66,0,0,0,0,58.1,70,35,32,4,24,2,55,2,0,3,265,3.5,1.611
yateski01,2017,SDP,NL,4,5,3.72,61,0,0,0,1,55.2,42,26,23,10,19,2,87,2,1,0,226,3.5,1.096
whitlch01,2017,TBR,AL,2,1,4.08,41,0,0,0,2,57.1,48,29,26,4,16,2,43,3,0,2,238,3.56,1.116
millesh01,2017,ARI,NL,2,2,4.09,4,4,0,0,0,22,20,10,10,1,12,1,20,0,1,1,99,3.57,1.455
woodbl01,2017,LAA,AL,2,0,4.76,17,0,0,0,0,17,20,9,9,3,4,1,22,0,0,1,73,3.57,1.412
anderch01,2017,MIL,NL,12,4,2.74,25,25,0,0,0,141.1,113,47,43,14,41,1,133,7,0,0,569,3.58,1.09
brachbr01,2017,BAL,AL,4,5,3.18,67,0,0,0,18,68,51,27,24,7,26,1,70,0,1,4,275,3.58,1.132
felizne01,2017,KCR,AL,1,0,4.74,20,0,0,0,0,19,17,11,10,1,8,0,16,1,0,1,81,3.58,1.316
infangr01,2017,CHW,AL,2,1,3.13,52,0,0,0,0,54.2,45,20,19,4,20,4,49,3,0,1,227,3.58,1.189
wittgni01,2017,MIA,NL,3,1,4.68,38,0,0,0,0,42.1,46,22,22,5,13,1,43,0,0,2,182,3.58,1.394
boyerbl01,2017,BOS,AL,1,1,4.35,32,0,0,0,0,41.1,50,20,20,3,14,3,33,1,0,1,178,3.59,1.548
familje01,2017,NYM,NL,2,2,4.38,26,0,0,0,6,24.2,21,14,12,1,15,3,25,1,0,1,111,3.6,1.459
samarje01,2017,SFG,NL,9,15,4.42,32,32,1,1,0,207.2,204,107,102,30,32,1,205,6,0,2,847,3.61,1.136
hahnje01,2017,OAK,AL,3,6,5.3,14,13,0,0,0,69.2,78,46,41,4,27,0,55,3,0,2,316,3.62,1.507
holdejo02,2017,NYY,AL,1,1,3.89,37,0,0,0,0,39.1,45,17,17,5,8,1,40,3,0,2,171,3.62,1.347
strichu01,2017,SFG,NL,4,3,2.64,68,0,0,0,1,61.1,59,20,18,4,29,4,58,2,1,3,268,3.63,1.435
wachami01,2017,STL,NL,12,9,4.13,30,30,1,1,0,165.2,170,82,76,17,55,3,158,3,0,5,701,3.63,1.358
oteroda01,2017,CLE,AL,3,0,2.85,52,0,0,0,0,60,63,23,19,6,9,4,38,0,0,0,242,3.64,1.2
priceda01,2017,BOS,AL,6,3,3.38,16,11,0,0,0,74.2,65,30,28,8,24,0,76,4,0,2,317,3.64,1.192
ramirne01,2017,SFG,NL,0,0,8.71,9,0,0,0,0,10.1,15,15,10,2,4,0,18,1,0,2,53,3.64,1.839
